100 	 101 	 7.2903452390e-01 	 3.0809925280e-02
200 	 203 	 6.8382748737e-01 	 3.2257529693e-02
300 	 308 	 6.6734218226e-01 	 1.2839695760e-02
400 	 408 	 6.6266127895e-01 	 6.2935218809e-03
500 	 510 	 6.6109061780e-01 	 3.1644130252e-03
600 	 611 	 6.6041356079e-01 	 4.2239142597e-03
700 	 714 	 6.6012441520e-01 	 1.8066596816e-03
800 	 816 	 6.6000755192e-01 	 7.7032054474e-04
900 	 919 	 6.5995443188e-01 	 7.0233403786e-04
1000 	 1020 	 6.5992413996e-01 	 5.3187742497e-04
1100 	 1120 	 6.5990425997e-01 	 3.5640831723e-04
1200 	 1223 	 6.5989076032e-01 	 5.3346537029e-04
1300 	 1324 	 6.5987796291e-01 	 4.0123942811e-04
1400 	 1426 	 6.5986861535e-01 	 2.8941432663e-04
1500 	 1528 	 6.5986466417e-01 	 2.2520551144e-04
1600 	 1631 	 6.5986253372e-01 	 2.4159239796e-04
1700 	 1734 	 6.5986016718e-01 	 2.6811429307e-04
1800 	 1837 	 6.5985773836e-01 	 1.4208634152e-04
1900 	 1938 	 6.5985626100e-01 	 9.3121002811e-05
2000 	 2040 	 6.5985538908e-01 	 9.6955351766e-05
2100 	 2141 	 6.5985479649e-01 	 6.9730105364e-05
2200 	 2243 	 6.5985422653e-01 	 8.8328921378e-05
2300 	 2345 	 6.5985369933e-01 	 7.8808326278e-05
2400 	 2446 	 6.5985330408e-01 	 5.8572677855e-05
2500 	 2549 	 6.5985292143e-01 	 2.1886251808e-04
2600 	 2651 	 6.5985259393e-01 	 5.2738458555e-05
2700 	 2753 	 6.5985239657e-01 	 1.1559452456e-04
2800 	 2854 	 6.5985224305e-01 	 8.5774505803e-05
2900 	 2957 	 6.5985206213e-01 	 4.8002838167e-05
3000 	 3061 	 6.5985191757e-01 	 7.4972349855e-05
3100 	 3164 	 6.5985178766e-01 	 3.0812755261e-05
3200 	 3266 	 6.5985168869e-01 	 5.6877489451e-05
3300 	 3368 	 6.5985158816e-01 	 2.9665317828e-05
3400 	 3471 	 6.5985149406e-01 	 4.1433455460e-05
3500 	 3571 	 6.5985138807e-01 	 7.5814283529e-05
3600 	 3674 	 6.5985130595e-01 	 2.4521387369e-05
3700 	 3776 	 6.5985126722e-01 	 2.0058230214e-05
3800 	 3878 	 6.5985124225e-01 	 2.0330784689e-05
3900 	 3979 	 6.5985122046e-01 	 3.2261047585e-05
4000 	 4081 	 6.5985120110e-01 	 1.2815718579e-05
4100 	 4185 	 6.5985117985e-01 	 1.5748668142e-05
4200 	 4286 	 6.5985116161e-01 	 2.7325087041e-05
4300 	 4389 	 6.5985114886e-01 	 1.3836773469e-05
4400 	 4492 	 6.5985113827e-01 	 2.0982624316e-05
4500 	 4596 	 6.5985112680e-01 	 1.0031084895e-05
4600 	 4700 	 6.5985111614e-01 	 1.1910512329e-05
4700 	 4801 	 6.5985110539e-01 	 7.7255130588e-06
4800 	 4905 	 6.5985109595e-01 	 1.1400486724e-05
4900 	 5006 	 6.5985108491e-01 	 1.0762308467e-05
5000 	 5108 	 6.5985107384e-01 	 1.0703630481e-05
5100 	 5209 	 6.5985106427e-01 	 1.7512385147e-05
5200 	 5310 	 6.5985105537e-01 	 7.7224363350e-06
5300 	 5412 	 6.5985104729e-01 	 1.0179468376e-05
5400 	 5515 	 6.5985103690e-01 	 1.5248244575e-05
5500 	 5619 	 6.5985102557e-01 	 1.0929761278e-05
5600 	 5720 	 6.5985101366e-01 	 1.2342869288e-05
5700 	 5823 	 6.5985100560e-01 	 7.3323962716e-06
5800 	 5924 	 6.5985099930e-01 	 9.8232634081e-06
5900 	 6027 	 6.5985099445e-01 	 1.6150218790e-05
6000 	 6132 	 6.5985099043e-01 	 1.1698993071e-05
6100 	 6236 	 6.5985098649e-01 	 6.9754947138e-06
6200 	 6339 	 6.5985098294e-01 	 6.3176395563e-06
6300 	 6440 	 6.5985098025e-01 	 5.4248577605e-06
6400 	 6544 	 6.5985097791e-01 	 4.4362544843e-06
6500 	 6649 	 6.5985097467e-01 	 8.1560515675e-06
6600 	 6749 	 6.5985097180e-01 	 7.7323963669e-06
6700 	 6851 	 6.5985096967e-01 	 5.4530084832e-06
6800 	 6953 	 6.5985096765e-01 	 8.7737168294e-06
6900 	 7057 	 6.5985096574e-01 	 4.3387825565e-06
7000 	 7158 	 6.5985096377e-01 	 5.2195652439e-06
7100 	 7261 	 6.5985096215e-01 	 3.1603967744e-06
7200 	 7365 	 6.5985096048e-01 	 6.2254738318e-06
7300 	 7466 	 6.5985095824e-01 	 1.0816655499e-05
7400 	 7568 	 6.5985095642e-01 	 5.2666975415e-06
100 	 101 	 7.2903471059e-01 	 3.0802110789e-02
200 	 203 	 6.8336617011e-01 	 3.0423368814e-02
300 	 306 	 6.6730483062e-01 	 1.0493922450e-02
400 	 407 	 6.6263340054e-01 	 1.0307691747e-02
500 	 510 	 6.6107773470e-01 	 4.0903811067e-03
600 	 613 	 6.6040937125e-01 	 5.8231417507e-03
700 	 715 	 6.6012316590e-01 	 1.6216155859e-03
800 	 818 	 6.6000590153e-01 	 8.1168349837e-04
900 	 918 	 6.5995354774e-01 	 1.3419164603e-03
1000 	 1021 	 6.5992375396e-01 	 6.0459352772e-04
1100 	 1125 	 6.5990326211e-01 	 7.0217980338e-04
1200 	 1226 	 6.5988754637e-01 	 3.9130683405e-04
1300 	 1328 	 6.5987624293e-01 	 4.9648099131e-04
1400 	 1432 	 6.5986859161e-01 	 2.5302929084e-04
1500 	 1534 	 6.5986481439e-01 	 2.6572113704e-04
1600 	 1637 	 6.5986261215e-01 	 1.8859279917e-04
1700 	 1740 	 6.5986014707e-01 	 1.7953337192e-04
1800 	 1844 	 6.5985767553e-01 	 1.3087494775e-04
1900 	 1944 	 6.5985609319e-01 	 1.0573379830e-04
2000 	 2049 	 6.5985520358e-01 	 1.1288809885e-04
2100 	 2151 	 6.5985467794e-01 	 1.1313321783e-04
2200 	 2253 	 6.5985412941e-01 	 9.1838335149e-05
2300 	 2355 	 6.5985354770e-01 	 6.4898793673e-05
2400 	 2457 	 6.5985309905e-01 	 8.3881554813e-05
2500 	 2562 	 6.5985268956e-01 	 5.4860487172e-05
2600 	 2665 	 6.5985237105e-01 	 6.8346313739e-05
2700 	 2768 	 6.5985219008e-01 	 4.0157292895e-05
2800 	 2869 	 6.5985206203e-01 	 2.8515061312e-05
2900 	 2972 	 6.5985194287e-01 	 3.4807764248e-05
3000 	 3072 	 6.5985182250e-01 	 6.0479608777e-05
3100 	 3174 	 6.5985173934e-01 	 2.8666355011e-05
3200 	 3276 	 6.5985165011e-01 	 3.1700197052e-05
3300 	 3378 	 6.5985156922e-01 	 2.9584158213e-05
3400 	 3481 	 6.5985147400e-01 	 3.2896535415e-05
3500 	 3583 	 6.5985140006e-01 	 2.9649346775e-05
3600 	 3686 	 6.5985133665e-01 	 2.4225768364e-05
3700 	 3790 	 6.5985129029e-01 	 2.0535060536e-05
3800 	 3892 	 6.5985125657e-01 	 1.9096903075e-05
3900 	 3994 	 6.5985122605e-01 	 2.6560070107e-05
4000 	 4097 	 6.5985120155e-01 	 1.5802632213e-05
4100 	 4200 	 6.5985118342e-01 	 1.2208526346e-05
4200 	 4301 	 6.5985116952e-01 	 1.2030919780e-05
4300 	 4403 	 6.5985115583e-01 	 1.0858505740e-05
4400 	 4507 	 6.5985114000e-01 	 1.3408174179e-05
4500 	 4609 	 6.5985112523e-01 	 1.5287157064e-05
