100 	 104 	 6.9904088440e-01 	 3.2348175133e-02
200 	 204 	 6.6894902851e-01 	 2.1824407534e-02
300 	 308 	 6.5614027367e-01 	 3.3474912296e-02
400 	 409 	 6.4694056865e-01 	 1.5320584955e-02
500 	 510 	 6.4115785558e-01 	 8.2932628189e-03
600 	 612 	 6.3790573146e-01 	 6.6634328554e-03
700 	 715 	 6.3660470566e-01 	 3.2162528343e-03
800 	 817 	 6.3582570209e-01 	 3.7300434934e-03
900 	 921 	 6.3531570314e-01 	 1.8259289188e-03
1000 	 1024 	 6.3502614084e-01 	 2.4302869559e-03
1100 	 1126 	 6.3483044572e-01 	 2.8454154571e-03
1200 	 1227 	 6.3467507877e-01 	 1.2182865861e-03
1300 	 1329 	 6.3458375632e-01 	 9.4390107372e-04
1400 	 1431 	 6.3452379763e-01 	 7.3991414699e-04
1500 	 1534 	 6.3448794817e-01 	 8.6445212742e-04
1600 	 1639 	 6.3444976024e-01 	 1.3522745304e-03
1700 	 1741 	 6.3441631261e-01 	 7.0262442845e-04
1800 	 1844 	 6.3437620088e-01 	 1.3741001339e-03
1900 	 1947 	 6.3431098795e-01 	 1.1902682301e-03
2000 	 2049 	 6.3423645148e-01 	 1.3952169509e-03
2100 	 2152 	 6.3418103033e-01 	 9.2434485897e-04
2200 	 2256 	 6.3414768891e-01 	 9.7688677691e-04
2300 	 2358 	 6.3412354344e-01 	 5.0917804220e-04
2400 	 2460 	 6.3409920035e-01 	 5.4790805891e-04
2500 	 2562 	 6.3406934940e-01 	 5.6692805643e-04
2600 	 2663 	 6.3403261594e-01 	 6.6957720737e-04
2700 	 2764 	 6.3400301054e-01 	 1.3619166544e-03
2800 	 2867 	 6.3397745872e-01 	 5.3198066077e-04
2900 	 2969 	 6.3395176473e-01 	 9.6392857695e-04
3000 	 3071 	 6.3392501209e-01 	 5.0339207485e-04
3100 	 3175 	 6.3390222568e-01 	 6.4594867084e-04
3200 	 3279 	 6.3388406862e-01 	 6.0783810807e-04
3300 	 3380 	 6.3386519935e-01 	 6.1729846718e-04
3400 	 3482 	 6.3384481673e-01 	 4.9726351331e-04
3500 	 3583 	 6.3382751549e-01 	 9.7930901363e-04
3600 	 3684 	 6.3381417127e-01 	 6.0571741443e-04
3700 	 3786 	 6.3380150109e-01 	 2.9174604202e-04
3800 	 3890 	 6.3378831448e-01 	 3.1801982306e-04
3900 	 3992 	 6.3377634159e-01 	 2.6632705168e-04
4000 	 4095 	 6.3376816964e-01 	 3.5204397721e-04
4100 	 4196 	 6.3376110217e-01 	 4.9133499645e-04
4200 	 4299 	 6.3375612940e-01 	 1.9527412373e-04
4300 	 4404 	 6.3375044909e-01 	 2.7348561049e-04
4400 	 4506 	 6.3374513643e-01 	 2.2959582912e-04
4500 	 4610 	 6.3373961760e-01 	 2.9451156712e-04
4600 	 4714 	 6.3373302250e-01 	 2.7858620763e-04
4700 	 4817 	 6.3372685087e-01 	 3.0362025162e-04
4800 	 4919 	 6.3371864922e-01 	 2.5960473904e-04
4900 	 5020 	 6.3371029200e-01 	 3.9687453295e-04
5000 	 5121 	 6.3370230009e-01 	 6.8646486099e-04
5100 	 5224 	 6.3369299927e-01 	 3.5416465349e-04
5200 	 5325 	 6.3368001468e-01 	 6.0306586400e-04
5300 	 5428 	 6.3366343546e-01 	 6.7606314016e-04
5400 	 5530 	 6.3364707594e-01 	 4.1871774174e-04
5500 	 5631 	 6.3362959955e-01 	 7.9512006167e-04
5600 	 5734 	 6.3361409480e-01 	 4.7321194191e-04
5700 	 5837 	 6.3360111304e-01 	 3.5087651388e-04
5800 	 5938 	 6.3359356639e-01 	 2.2681214140e-04
5900 	 6041 	 6.3358786099e-01 	 2.0701433964e-04
6000 	 6143 	 6.3358267253e-01 	 2.6422767946e-04
6100 	 6246 	 6.3357727458e-01 	 2.2239764165e-04
6200 	 6349 	 6.3357145656e-01 	 2.2505297119e-04
6300 	 6453 	 6.3356529579e-01 	 2.7772677717e-04
6400 	 6554 	 6.3355942599e-01 	 5.1432622974e-04
6500 	 6655 	 6.3355484403e-01 	 1.4083408103e-04
6600 	 6757 	 6.3355093823e-01 	 2.6653321532e-04
6700 	 6861 	 6.3354604721e-01 	 2.2153065085e-04
6800 	 6964 	 6.3354056432e-01 	 2.8222781460e-04
6900 	 7065 	 6.3353491448e-01 	 2.3933489491e-04
7000 	 7169 	 6.3352989009e-01 	 3.7027590435e-04
7100 	 7273 	 6.3352398080e-01 	 2.7314616310e-04
7200 	 7375 	 6.3351978733e-01 	 2.0602113140e-04
7300 	 7476 	 6.3351628949e-01 	 2.2670032545e-04
7400 	 7580 	 6.3351288200e-01 	 1.9577820374e-04
7500 	 7684 	 6.3350951714e-01 	 3.3972113418e-04
7600 	 7788 	 6.3350611049e-01 	 4.6502813831e-04
7700 	 7892 	 6.3350274636e-01 	 2.1300129201e-04
7800 	 7994 	 6.3349908994e-01 	 2.4185521242e-04
7900 	 8095 	 6.3349660176e-01 	 1.7847989210e-04
8000 	 8199 	 6.3349476915e-01 	 1.1084539147e-04
8100 	 8301 	 6.3349303601e-01 	 1.4431516510e-04
8200 	 8403 	 6.3349118178e-01 	 1.6491547584e-04
8300 	 8504 	 6.3348898184e-01 	 1.2271572114e-04
8400 	 8608 	 6.3348675418e-01 	 1.3834437992e-04
8500 	 8711 	 6.3348516747e-01 	 1.2184033255e-04
8600 	 8815 	 6.3348407590e-01 	 1.1231537708e-04
8700 	 8916 	 6.3348309032e-01 	 2.6428235018e-04
8800 	 9018 	 6.3348217043e-01 	 8.7034186524e-05
8900 	 9120 	 6.3348152235e-01 	 8.3883641668e-05
9000 	 9223 	 6.3348100494e-01 	 8.4178914897e-05
9100 	 9326 	 6.3348046723e-01 	 8.5120509737e-05
9200 	 9430 	 6.3347973647e-01 	 1.4357650537e-04
9300 	 9533 	 6.3347879375e-01 	 1.0008307250e-04
9400 	 9636 	 6.3347755965e-01 	 9.5644286110e-05
9500 	 9738 	 6.3347663341e-01 	 7.9306205955e-05
9600 	 9839 	 6.3347593673e-01 	 7.6735037032e-05
9700 	 9940 	 6.3347530830e-01 	 7.2649445883e-05
9800 	 10041 	 6.3347467625e-01 	 1.1522534717e-04
9900 	 10146 	 6.3347391891e-01 	 7.6972809006e-05
10000 	 10250 	 6.3347298134e-01 	 1.1936217498e-04
10100 	 10354 	 6.3347167006e-01 	 1.5193403387e-04
10200 	 10456 	 6.3347015139e-01 	 1.6657890569e-04
10300 	 10559 	 6.3346900380e-01 	 1.2403757851e-04
10400 	 10663 	 6.3346807473e-01 	 1.3951098694e-04
